text,label
:penguin-blue-waving-tear:,0
ini baru istirahat kan?,0
,0
sholat,0
kaum rebahan ndelok live wae. . timbang ra komanan tempat,0
iya,0
dari GK nonton dari HP,0
woi lamaa,0
otw,0
halo,0
acara utamanya belum kok,0
ternyata ada streamingnyaa,0
baru mulai yakali selesai,0
istirahat dulu kayaknya,0
dah selesai kah?,0
kapan le mulai?,0
ohh ini pada istirahat,0
lagi istirahat ya,0
males jalannya jauh dari parkiran motor,0
males liat ke lokasi wkwkwk,0
jogja kota penuh kangenin,0
sholatt,0
gunung kidul hadir,0
selamat dan sukses selalu untuk Jogja,0
pada ke situ ga?,0
sampe jam berapa sih?,0
Yogyakarta memang istimewa selamat ulang tahun:partying_face::partying_face::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:,0
"Setahu saya, #9 itu dibaca “ke-9”, bukan hastag 9. Atau memang ada kaidah/aturan baru bahasa Indonesia?",0
:face-orange-tv-shape::clock-turquoise-looking-up::buffering::buffering::buffering::buffering::yt::shelterin::hydrate:,0
"Jogja memang istimewa. bangga Jogja,bangga indonesia",0
naik heli lihat dari atas boleh ga,0
:elbowcough::elbowcough::elbowcough::face-purple-crying:,0
:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:,0
aku sambil buka tv,0
ini yang keberapa?,0
Sleman hadir,0
istirahat po?,0
nyimak seko karawang,0
bangka belitung hadir,0
dr jm 6 smpe jam 1p,0
iya,0
sek wong jogja asli mah ra delok mergo rame wkwk,0
ini yang ke 268,0
berbah,0
ini Kayanya Nunggu selesai adzan,0
kira² lanjutnya kapan?,0
lamanya,0
Persiapan,0
kiumpul yuk kita otw bareng,0
pusing nonton di mobil,0
dari kost cuma 3 menit jalan kaki tp males mau keluar hehe,0
atau istirahat mungkin?,0
wah sangat Bagus,0
sabar guysss,0
bener wong jogja malah nengumah wae pie ki,0
Sleman hadir menonton HUT Jogja.,0
"selamat ultah Jogja, mugi2 UMR e ditambah Karo TPA mulai dipikir nek pengen tambah maju wisatane, wes kangelan mbuang sampah kie masyarakat Jogja",0
:elbowcough:siap siap,0
kok suwi mas,0
sek asli wong jogja milih nonton live streaming ae karo ngopi ayem wes :rolling_on_the_floor_laughing:,0
@al-GOZali betull,0
nunggu sholat kayaknya,0
"met ultah jogja, love jogja and you :smiling_face_with_heart_eyes:",0
Rasya regita,0
yang kemarin aku nonton gabisa keluar,0
:eyes-purple-crying:,0
kapan ya mulai lagi?,0
Shalat woyyyy chats stops,0
uui,0
ISTIRAHAT SHOLAT,0
Gas,0
bisa masuk keluar susah,0
sedihnya ga di bolehin nntn lgsg,0
gatak hadir,0
sebentar lagi,0
LOVE JOGJA AND YOU :smiling_face_with_heart_eyes:,0
setelah sholat isya,0
selamat ulang tahun kota Jogja,0
lagi nyeritain,0
tinggal di Pakualaman tp tetep milih nonton di yt daripada ke yt wkwkwkkw,0
we lungguh,0
kaum rebahan liat live ajahhh timbang macet2,0
habis itu capcus,0
aku sng asli jogja arep ndelok tp rasido mrgo rame,0
selamat ulang tahun Yogyakarta semoga Jogja makin jaya dan sukses kota nya,0
biasanya JM 8 bar sholat Isyak kk mulai nya,0
yg di depan duduk dong,0
isoma,0
"Yang dekat aja malas keluar, mendi g nonton gini nggk uyek2an..",0
ga bisa berangkat soalnya sekolah :loudly_crying_face::loudly_crying_face:,0
kok di tv ga ada,0
baru ini gue ntn siaran langsung biasa dtang nonton langsung kerja kehalangan kerjaan masuk siang,0
Di tv ada ko,0
Yailah,0
"males desak""an banyak yg pingsan",0
met ultah jogjaku:partying_face:,0
sukses trus untuk Yogyakarta,0
Di TV ada kak,0
rumah deket tp nntn di Youtube :grinning_face_with_sweat::grinning_face_with_sweat:,0
chenel ap,0
tv mana kak,0
kapan mulai,0
lama bgt buset,0
"HBD Jogjaa, semoga makin sukses kotanya yaa:partying_face:",0
pong,0
"kemarin nonton rame bngt raiso obah blas mana raketok, sekarang cari aman nonton live ",0
menyala wangun dab :fire::fire::fire:,0
hadir,0
Emng banyak yg pingsan:finger-red-number-one:,0
ping,0
ini yang beberapa yaaaa?,0
live tiktok ada gak,0
sabar,0
@Tara FT betull kak,0
pong,0
tv canel mana kak,0
kok berhenti live nya,0
ping,0
pong,0
adzan dulu biasa baru mulai lagi,0
penonton ribet,0
pada. sholat,0
pada ga tertib,0
kok gk mulai²,0
lama ya,0
@Jojo tribun news ya,0
Channel klo aku masih pake TV Tabung kak.. TV Sangaji & JiTV,0
"gunungkidul hadir , , sukses terus jogjaku",0
mana nih,0
Jogja jadi tempat yang mempertemukan kita :face_with_hand_over_mouth:,0
pada ngak sabar,0
lagi sholat ya sabar,0
MASI LAMA YAAA PENGEN KESANA GAADA YG NGANTERRRR UHUHUHU,0
:hand-pink-waving::hand-pink-waving:,0
ini sampe jam berapa ya?,0
kok ra ono sek ngomong jowo iki,0
tunggu baru solat itu,0
sek do nonton wong ndi wae iki,0
jangan lupa subscribe Tribun Jogja,0
aku ngomong jowo mas,0
yws,0
menyala jogjaku,0
daripada desak desakan wes nonton live nya aja,0
Sabar ok,0
Jogja,0
"lagu nya canduuu, wjnc:shelterin::shelterin:",0
"dirgahayu Jogja, sekoga maslaah sampah lekas teratasi :smiling_face_with_hearts: with love",0
@Salma nur fadila podo mba wkwk,0
panjenengan Takon,0
halo Kawan,0
tasih ndangu nggih dulur,0
nanti mulai lagi tenang aja,0
lama,0
Mc ne kok ga pake basa jawa yaaa,0
di tv chenel ap,0
takon dab,0
pengen nonton langsuuuuunggg,0
pengen liat woilaaa kajabakajabkaljaj,0
kapan mulai,0
kok lama buwanget,0
turu penak,0
mbuh@boy Valeria,0
ning kene ga ono klitih kan?,0
@Duwi lestari tribun news kak,0
mulai jam piro iki arep adus sek,0
eyay,0
Hallo siapa yg liat langsung di Jogja,0
adanya live streamingdi youtub gak ada ditv,0
Jogja :red_heart:,0
klitih e wes tak sikat,0
selamat HUT Jogjakarta ku,0
halo,0
sampe apal lagunyaaa:face-red-smiling-live::face-red-smiling-live:,0
wong bantul ono ra kii,0
mantap bou,0
ora ono klithih,0
aku klitih e mas wkwk,0
PENGEN LIAT LNGSNG BESSSS,0
yoGYA BISA LIHAT DI jitv,0
klitih e sikaten sek,0
selamat ulabg tahun yogyakarta,0
kapan ini mulai??,0
wes mulai lek,0
halah ora iso metu iki....,0
mantap lagunya :thumbs_up::thumbs_up::thumbs_up::thumbs_up::thumbs_up::thumbs_up:,0
UDAH MULAIIIIII???????,0
"kon nyiarke tv mbokan, sinyalku ruwet e",0
mantapppp,0
0 klitih pokoke jogja ISTIMEWA,0
sudah mulai kk,0
Di TV ada kak.. klo TV nya masih Tabung : JiTV & Sangaji TV,0
halo lek kulon progo hadir iki,0
WEDEHHH,0
nek ning tengah kono meh ngiseng ndak jeh saget?,0
kpn ini ?,0
mesti nek kesana ya desak desak an ya,0
sesok,0
ngising o rapopo mas,0
live streming mah ceto,0
Disiarkan di TV kak,0
ono nggone ? wedi ra iso metu,0
ngising terus mas,0
semoga jogja tetep istimewa,0
acara kayak gini selesainya jam berapa ?,0
Live atreaming juga bisa,0
enek gon klekaran ra lik?,0
lamaa bngtt,0
Ke satria:elbowcough:,0
sik nyanyi sopo,0
di surung ben metu,0
ad pamerannya jg kah,0
ututu selamat jogja,0
mantap jogja,0
MAU LIAT LANGSUNGG:pensive_face:,0
acara sampai jam berapa ya?,0
KEREENNN,0
klekaran ning parkiran mas,0
kapan ya?,0
di tv udh mulai lagi kok disini blm,0
dah nunggu nih,0
"asline mau meh budal nonton langsung , tp males rame bgt",0
"suangar, anakku ono ning kono masss",0
jam 12 lebih biasanya bru kelar. tahun kemarin sampai jm 1an,0
sing mubeng mubeng,0
di tv disiarin di channel apa bolo?,0
Gatot kaca,0
"aku boleh terbang ga si?, biar bisa liat:loudly_crying_face::loudly_crying_face::loudly_crying_face:",0
malas nonton rame ra ketok,0
penjaga klitih siap mengamankan,0
itu di mana,0
baik terimakasih infonya @dedek okta,0
sini ka terbang liat langsung,0
males e nek kebelet ngising bingung neng nggon rame,0
ing tugu,0
enak. seko omah,0
salam dari SD Joanes bosco,0
"liat di live aja,dulu pernah nonton anak² malah pada nangis",0
sinyL pada mati gag disana.. ..,0
jogja istimewa,0
Di TV channel : Sangaji TV & JiTV kak,0
"makane kui, nek ngiseng angel kuiii",0
gedang goreng mesti eneng nong kono,0
sinyal lancarr,0
loh,0
IKLANNNNNN,0
cepet mem,0
:face-fuchsia-flower-shape::face-fuchsia-flower-shape::face-fuchsia-flower-shape:,0
kemarin liburan ke jogja. mau ke penginapan parangtritis takut ada klitih padahal pake mobil :grinning_face_with_smiling_eyes:,0
Di TV tabung channel : Sangaji TV & JiTV kak,0
penak nonton ngene ya,0
Cepet Men,0
IKLAANNNNN LAGII,0
NONTON...SEKO CIBINONG,0
sabarrrooooo,0
Di TV channel : Sangaji TV & JiTV kak,0
hah,0
iklan lagiiiiiiii,0
kalau klitih jarang di mobil kak,0
oke makasi..,0
Wow,0
sing ra sabar budal o langsung rasah nonton live streaming,0
lah kok cepet men,0
nek ragelem,0
Selamat Ulang Tahun Yogya,0
kalem,0
tvri kon nyiarke dap sik gampang golekane,0
sel,0
gayeeeng mesti iki,0
"nonton neng kene malah cethuuuu..Nang Kono desuk²an,Bali bengi,jajan wae",0
nek ra gelem turu ae:moai:,0
penontone mbludaak,0
tvri yo jeh nntn ning kono mas,0
"estehhhnyaaaaa ,aqua aqua ,telur gulung",0
sound e tulung,0
tukang parkire madang geden,0
aq lewat sounde lor tugu glerrrrrr,0
kon live to dap,0
Penonton bukan undangan gak bisa masuk bikin kecewa,0
istimewa sekali jogja :face_holding_back_tears: bolak ballek mrono panggah gamon,0
GOJEKK ATAS NAMA YANTOOOO,0
KAK YANTOOO,0
Aku asline tamu VIP tapi mbolos,0
ada kak kev,0
Met Ultah Jogja Istimewa...,0
selamat ulang tahun Jogja,0
salam buat ibu saya di rumah,0
raaawwwrrwr dong,0
lambene boy,0
acara ini sampai jam berapa,0
Ealah pesen opo lek Yanto,0
kok Ra boso jowo wae mc ne,0
tenan aku mas,0
Selamat ulang tahun kota tercintaku:white_heart::white_heart:,0
"nnton ro delok live penakk , raa desek desekan",0
"YANTOO MESEN SEBLAK IKI DIARAHKE NING TUGUU, yantooooo",0
kak ross es teh,0
sek tenan,0
rame ga di tugu?,0
"kiro2 thamuz, dyroth, vexana ro eudora ana ra yooo",0
isoo teturon,0
es teh jumbo,0
yoh budal dodolan teh es jumbo laris iki,0
rasah umpek umpekan cukup nonton di sini.:face-blue-smiling:,0
ono mas bre ga ning kono?,0
Gatotkaca kombo Karo karmila,0
salam keluarga saya yang ada di rumah,0
met ultah jogja ku teecintaaa :red_heart::heart_hands::heart_hands::heart_hands::heart_hands::heart_hands:,0
halo rek,0
btw selamat hari jadi Yogyakarta kuhh,0
mas bre,0
SALAM...ISTIMEWA,0
rawr,0
info es teh jumbo gratis,0
nonton d dieu wae bari rebahan daru pada kaditu macett,0
wes nonon kene wae gaes:rolling_on_the_floor_laughing:,0
jogja selalu istimewa,0
dadi mc bayaran piro lekk,0
HBD YOGYAKARTA :birthday_cake:,0
Atas nam Yanto,0
YANTOO,0
kasian Gak di jawab wkwkwk,0
Samarinda Kaltim hadir.....:clapping_hands::clapping_hands::clapping_hands::clapping_hands:,0
mase tremor:rolling_on_the_floor_laughing:,0
iki mah akeh gojek,0
Sapaaa yg tinggal di Pakualaman nonton live ajaaa,0
isih ono tempat ora lur,0
"selamat ulang tahun jogja,sama ulang tahun suami.q:red_heart:",0
yantoo iki seblake,0
wkwkwkwkkwkw sek pesen gojek kurangajar cenan,0
esteh nya kk,0
YANTOOO,0
to yantoo,0
KAK YANTOO,0
"eh jeh indonesia raya, ",0
selamat ulang tahun Jogja ku,0
ojo guyon lur,0
ono sek dodol es teh ra ki,0
jyann rame ne poll,0
santai santai,0
info parkir sebelah mana aja y,0
Selamat ulang tahun yang ke 268 kota yogyakarta… salam hangat dari pks muda yogyakarta,0
pgn lihat :(,0
SANTAI SANTAI,0
ngisak dulu kak,0
eteh ya kk aquaaaa,0
"YANTOOO NYANYII INDONESIA SEKK, ORDERAN E TAK PENDING",0
"telat kah, baru liat, atau baru mulai?",0
padahal mau liat langsung:loudly_crying_face:,0
"Ono SG dodol esteh Ra ,NK ora tak Gowo sko omah",0
penuhhhhb,0
nonton kambek madang sego koceng enak iki,0
"sopo ngelak, aku bakol",0
selamat HUT kota Yogyakarta,0
indonesia raya sik lek,0
Sambas hadir. Indonesia Raya harus mars,0
yoo tak tumbas es mu serlok,0
nonton ponakan joget hanoman seko omah ...,0
Ini orang orang kagak ada suara apa begimana?,0
yok yok,0
kagak ada suaranya,0
"dihimbau untuk kawan kawan, kalau mau hadir akan sangat ramai, dan lokasi nya karna setara dengan tanah dan tidak ada panggung jadi susah terlihat",0
semangat mbakku yang lagi nyanyi Indonesia Raya,0
penyanyine engap,0
waywng,0
"selamat ulang tahun Jogyakarta kota pendidikan dan budaya,jayaselalu",0
"ono suoronee, hapemuuu rusakkkk",0
sebenarnya mau liat langsung:disappointed_face:,0
estehku dilarisi lurd Ng Buri panggung,0
mantap suaranya,0
yg nyanyi namanya siapa?,0
WOOOOO,0
rasido mbakku deng:rolling_on_the_floor_laughing:,0
yoo otw tuku,0
bilang ya wayang,0
"Selamat ulang taun jugja Semoga Tambah jaya sukses Semua nya Amin ,,,aku orang jugja lagi di Rantau,,,",0
"aslinya pada nyanyi semua to,kan yg di yt cuma nampilin suara MC aja",0
wah ga dikei backsound,0
INDONESIAA RAYA NDISEKKKK OJO DODOLANN ESTEHHHHH,0
esteh e kirim gk iso mas,0
KAK YANTO SILAHKAN ANGKAT TANGAN,0
wey beli itu es teh nya mas prima,0
pengen liat langsung :pensive_face::pensive_face::pensive_face::pensive_face:,0
wes rasah delok langsung umpek*an ndak semapot,0
kirim mas es teh e,0
gak ISO cod macet,0
YANTOOOO SEBLAK MUU KIII,0
tak streaming waeeee... ga kuat nek ndono:face_with_hand_over_mouth:,0
"telur gulung ,",0
asem to yanto,0
iso cod ra es teh e,0
tulong kuluah mbengi,0
tempone terlalu lambat yo?,0
malah jelas dsni drpd dsna,0
mas agha tak wa drimu,0
madang sek nok,0
iso turon2,0
"kebak, penak live streaming, iso karo teturon :beaming_face_with_smiling_eyes:",0
KAK YANTO ANGKAT TANGAN ,0
to yanto,0
kopine endi nok,0
aku lali nek dadi mc mah towo telur gulung,0
gwlem seblak mu rak,0
KAK YANTO SILAHKAN MERAPAT KE PANGGUNG,0
ES TEH READY MASEE GRATIS IKI LAGI IDER,0
Alhamdulillah nyanyi INDONESIA RAYA tanpa musik,0
warga asli jogja mesti nonton nengomah,0
kene mas es teh e,0
josssss,0
nek neng kono mung ndelok ndas tok wong ra ketok wkwk,0
GATOTKACA SKY PIERCER,0
inpo es teh wes ngelak tnn ikii,0
"kata kak yanto, saya ada di kerumunan pake celana pendek",0
bang Yanto nama bepak teman gua iki,0
"DIKIRO SING KATOK CEKAK KOE TOK, to yantooooo",0
GATOTKACA SKY PIERCER,0
dikon ngumumke mc ne wae mas nk yanto raketemu,0
satria,0
es teh es teh READY,0
Gatot koco,0
aku udh sampai rumah mending nonton di sini aja rame bet tadi ga kuat sumuk bgt tapi tetap istimewa kota ku,0
es tehhh,0
kripik,0
HALOOOO SAYA KEMBALI,0
yanto meresahkan,0
maju terus,0
BAN GATOT,0
gatotkaca dateng beneran langsung kasih ulti pada jondil,0
TOO YANTOOO,0
apa. lagiiii,0
arang Sundah bilang sundah,0
kang kancaku eko bar mangan mie sukses malah bangkrut,0
kebelet ngiseng ki lur,0
gatotkaca damenge,0
NTO YANTO NGEREPOTI WEKIII,0
FOKUS STREAMING WJNC :cross_mark: FOKUS MOCO KOMENAN :check_mark_button:,0
"tulunggg, kebelet ngiseng",0
YAA SAYYIDII YAA ROSUULALLOOH,0
halo pak uno,0
Chongratulation Jogja Istimewa,0
hbd jogjaku,0
uno dos tres,0
"tooo yantooo orderan muu ki loo, asem kebelet ngiseng",0
sopo wi,0
inpo es tehhhh,0
HUT Kota Jogja :heart_suit::heart_suit::heart_suit:,0
:hand-pink-waving:,0
selamat ulang tahun jogjakarta,0
Sugeng tanggap warso Jogjaku :red_heart:,0
kang kancaku jeneng e yanto kerep ngising neng katok,0
aku tampil,0
yantooo .ngrepoti uwong,0
wong Yojo ki cen dlogok og,0
:hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red:,0
slmt ulang tahun Jogja :red_heart::red_heart::red_heart:,0
TOO YANTOO METUO,0
yantooo kii asem,0
"wow katokk Jos,,,ramai nya sik nonton ampek 4,k lbihh mantap aku jugja sleman lagi Merantau lur",0
nek aku melu narik rak yo gur mlh susah,0
,0
Pengen nonton langsung tp lagi hamil mesti umpek2an,0
HUT JOGJA WJNC YESS,0
:face-blue-smiling::face-blue-smiling::face-blue-smiling::eyes-pink-heart-shape::eyes-pink-heart-shape::eyes-pink-heart-shape:,0
kang aku request lagune guyon maton korban banci,0
FOKUS STREAMING WJNC :cross_mark: FOKUS MOCO KOMENAN DAGELAN :check_mark_button:,0
aku ngarep dewe :smiling_face_with_sunglasses:,0
"live di tv, chnl apa ya",0
yantoo sopoo to jane ki?,0
reog wes tampil rung,0
sopo ngelak aku bakol es,0
HUTT JOGJA YANG KE 268,0
hbd jogja :red_heart::red_heart::red_heart::red_heart:,0
reog wis tampil,0
mesennn gojek arahke ning tugu kak sama yanto,0
bali gek pangan dewe mas,0
mas tuku es jod ngarep tugu,0
atas nama yanto,0
telat rek,0
akuu pengen es teh,0
congratulation to yogyakarta city.:red_heart::folded_hands::rose:,0
FOKUS STREAMING WJNC :cross_mark: FOKUS MOCO KOMENAN DAGELAN :check_mark_button:,0
malika,0
kok go bahasa Inggris barang le ngomong,0
"kiro2 kapan jatahku sambutan yo, ket mau ra dipanggil",0
yanto hpne njeblug,0
assalamulaikum smuanya magelang hadir,0
"too yanto, orderan mu tak maem lo iki",0
NTO YANTO NGEREPOTI WEKIII,0
aku ketok,0
"ikut nyimak dari rumah, pengenya ke lokasi",0
hbd kotaku tercinta:face-red-heart-shape:,0
pangan dwe wae,0
keren bang,0
shopefood. . .. grabfood. . . . hadirrr goleki ra yoooo,0
jauh dari lokasi min,0
sijiiii??? too yanto tak pangan loo,0
aku ngelak golek es teh ra ono sek liwat:face-blue-smiling:,0
pgn rono,0
nek rung di bayar yo di klem ke fiktif,0
lorooo,0
pak uno,0
yantooo ~,0
dilok sinyal susah ta,0
pengen Rono tapi Ra Ono motor :loudly_crying_face::loudly_crying_face:,0
esteh esteh aku dodol esteh,0
reog wes tampil to?,0
Happy Birthday kotaku tercinta.:red_heart::rose:,0
rame msti,0
yowes tak mam yo to yanto,0
"jaya terus jogjaku, joooosss",0
happy birthday jogjakuu . yang keberapa tahun inii,0
aku yanto,0
wes panganen kang,0
admin e ICJ kui yanto ..,0
"wow ngisi sambutan nya pakai Bahasa ingris Juga masalah nya bnyakk orang bule ,/ turis yang Bahasa ingris bisr paham top :thumbs_up:",0
sepurane to,0
endeng enet,0
"halo yanto, ada apa e aku ketinggalan",0
malika,0
"Lek suroto sekolah e lulus,loro to salahe tulus wkwk",0
"wes mas, sidone tak mam",0
lagi nyimak ono op to Yanto ki...,0
rene mas pak tuku es teh e,0
udh 3x panggilan,0
tsunami,0
Hbd jogja,0
gawe dewe nng omh nek pengen es teh:face_with_tears_of_joy:,0
NTO NTO NGEREPOTI :rolling_on_the_floor_laughing:,0
meneng n,0
Jogja selalu istimewa,0
es teh es teh.sek bakul endi.wkwk,0
yanto sopo tho?,0
@Muhammad Andik Kurniawan 22 biyohh,0
nggeh suwun sedulur sedoyo,0
Sugeng ambal warso kutaku Jogja tercintah:smiling_face_with_hearts:,0
sepurane,0
es e langka mas,0
yanto admin e ICJ,0
kang agus ngising metu ne boto,0
es teh jumbo jangan sampai lupa,0
malika gek reneo ng mburiku iseh selo,0
aku bakul,0
aku adol dawet,0
malika disini,0
jogjaaa hadirrrr,0
klemke fiktif wae,0
es es,0
to yanto.. bali to golek bapak kon tuku rokok,0
owalah,0
acara opo iki,0
DAWET WOI DAWET BELAH LOR,0
HBD jogja ku tercintaaaaaaaaaa,0
suwun dulur,0
aku goleki live e mau malah nemune israel,0
koe Nandi to AQ Ng Buri tugu,0
hhhh iki esteh.e diombe sek tuku 2 mau,0
bapakku nginang,0
Sugeng ambal warsa jogja ,0
jogjaaaa:face_holding_back_tears:,0
darawet darawet,0
golek es teh panas ono ora yo,0
jajan es teh urung gong?,0
psikologi ugm hadir,0
es teh nya mas mb,0
Ndk bisa nntn langsung:persevering_face:.,0
astogfiruloh,0
SELAMAT ULANG TAHUN KOTA JOGJA :red_heart::red_heart:,0
jogja istimewa,0
"sek kecilik es teh, tak tukune wae mas",0
qu ng duwur tud,0
ono sng dodol jenang rk ke,0
darawet darawet,0
pesen estehnya kak,0
aku orang yogya,0
tugu,0
bar mam nggone yanto loro weteng,0
wedang ronde wedang wedang,0
infokan di cari Bagas berkacamata di timur tugu,0
kulon Progo hadir,0
TUKUNEN DAWET KU TUGU NGALOR,0
nek nggon ngiseng ning sbelah ndi ya?,0
Sugeng ambal Warsa Jogjakarta,0
Kang aku meh nyekar neng ra ono kembar mawar nek tk ganti kembang api pripun,0
es jeruke setunggal mas,0
"yok yang haus yang haus, es teh nya",0
seru iki,0
weh dodolan to,0
bantul hadir\,0
iki wes ngedep esteh ro telur gulung,0
info solawatan ....,0
anget anget,0
kav cah og ngisingan,0
SELAMAT ULANG TAHUN JOGJAKARTA,0
"rampungan,sampah e y dikondisikan wei",0
oke otw yu,0
kowe ki kat mau tokan takon bab ngiseng ki kepeseng tenan po pie,0
penak ngelive ora resiko,0
gas gas,0
selamat ulang tahun kota ku tercinta :red_heart:,0
Otw tugu,0
iyo mas,0
"kae pengen tuku sosis, ning memeng antri",0
tugu ora udan po,0
ultah jogja yg ke268,0
ngisingan,0
sing iso nggo metu ndi ya?,0
wes ning tengah iku,0
SELAMAT ULANG TAHUN JOGJA YANG KE 268,0
maburo mas,0
hidup gatot koco,0
lohhh ngising kok di seneni...,0
mas mba sampahnya jangan dibuang sembarangan yaa,0
bakule mengko lewat .. muter,0
ATAS NAMA KAK YANTO,0
ra ono jasa toilet keliling po iki,0
mung muni ngising we digawe tenan hadehh baperan wkwk,0
