comment,final_comment,label
"hanya orang tolil yang maen judol,inget judi itu permainan orang kaya yang gabut,ini uda miskin maen judol dengan berharap pengen kaya instant,pls be a smart,dilingkungan gw banyak yang hancur hidupnya gara2 judol.jadi stop maen judi klo loe ga kaya raya yg punya aset 7 turunan",hanya orang tolil yang main judi online ingat judi itu permainan orang kayak yang tidak ada kerjaan ini sudah miskin main judi online dengan berharap ingin kayak instant pls be a smart dilingkungan saya banyak yang hancur hidupnya gara-gara judi online jadi stop main judi kalau kamu tidak kayak raya yang punya aset turunan,0
AL siapa? Agus?,al siapa agus,0
Orang2 ini harus dipenjara dlm waktu lama dan dimiskinkan,orang-orang ini harus dipenjara dalam waktu lama dan dimiskinkan,0
"Please jagain ketat paylater paylater disana, paylater bisa jd sumber dana utama bwt judol dan bwt dapetnya pun sgt mudah",please jaga ketat paylater paylater disana paylater bisa jadi sumber dana utama buat judi online dan buat dapetnya pun sangat mudah,0
Pahlawanku 🫡🫡🫡,pahlawanku,0
"Klo cuma di blokir bisa bikin situs lagi dengan model lebih bagus lagi, klo di tangkap pelindung nya percuma karena mereka memang yang akan dikorbankan.
Baru klo yang ditangkap bandarnya judol ini akan selesai seutuhnya. 
Tapi pertanyaannya, BERANI KAH MENANGKAP BANDARNYA???
Yang memang kaya raya dan over power..!!!",kalau cuma di blokir bisa membuat situs lagi dengan model lebih bagus lagi kalau di tangkap pelindung nya percuma sebab mereka memang yang akan dikorbankan baru kalau yang ditangkap bandarnya judi online ini akan selesai seutuhnya tetapi pertanyaannya berani kah menangkap bandarnya yang memang kayak raya dan over power,0
wkwkwk ngebahas dota,haha ngebahas dota,0
AL siapa?,al siapa,0
Persetan untuk orang² yang terlibat dengan Judol,persetan untuk orang-orang yang terlibat dengan judi online,0
Bener-bener el professor itu nyata. Terimakasih Ferry Irwandi.,benar benar el professor itu nyata terimakasih ferry irwandi,0
Berjuang untuk negeri.,berjuang untuk negeri,0
Yg cerita itu ngibul ya bang ? Lu pas kecil kan belum ada judi online,yang cerita itu ngibul ya kakak kamu pas kecil kan belum ada judi online,0
Semangat Mas Feri,semangat mas feri,0
Siapakah AL ? spill dong,siapakah al spill dong,0
Semoga abang dilindungi terus dari orang-orang jahat Ya Allah,semoga abang dilindungi terus dari orang orang jahat ya allah,0
Kok negara rugi,mengapa negara rugi,0
Sang pelindung JUDOL malah di jadikan mentri😂,sang pelindung judi online malah di jadikan mentri,0
"Iya ih, selain bang Ferry  temenku dulu juga sering bilang bahwa pasti ada campur tangan dari ""pemerintah"". 

Dan ya.. sekarang kita tahu kenyataannya.",iya ih selain kakak ferry temenku dulu juga sering bilang bahwa pasti ada campur tangan dari pemerintah dan ya sekarang kita tahu kenyataannya,0
kupas tuntas bang ferry biar tidak ada lagi korban yang terjerumus,kupas tuntas kakak ferry agar tidak ada lagi korban yang terjerumus,0
"Bung ferry yang saya cintai, ini konten sampah!! Bung ferry menyajikan informasi umum yg sebenarnya bisa kita ketahui melalui analisa2 informasi media mainstream. Yang kami butuhkan adalah informasi sekelas intelijen yg saudara punya. Konten ini tidak akan cukup membuat para bandar untuk berkeinginan membunuh saudara!!!!!",bung ferry yang saya cintai ini konten sampah bung ferry menyajikan informasi umum yang sebenarnya bisa kita ketahui melalui analisa2 informasi media mainstream yang kami butuhkan adalah informasi sekelas intelijen yang saudara punya konten ini tidak akan cukup membuat para bandar untuk berkeinginan membunuh saudara,0
"zaman jokowi, d bentuk satgas judol, tp judol malah makin merajalela, dan kini melibatkan pejabat kominfo sbgai pelindung😂😂",zaman jokowi di bentuk satgas judi online tapi judi online malah makin merajalela dan kini melibatkan pejabat kominfo sebagai pelindung,0
Jadi kawan² kalo da yg ingat udil singgug streamer² yg trima saweria dari situs judol dan pada kenak lgsung udil dserang komen² hate.kan lucu,jadi kawan2 kalau sudah yang ingat udil singgug streamer2 yang terima saweria dari situs judi online dan pada kenak langsung udil dserang komen-komen hate kan lucu,0
"❤nasib pak budi gak terlibat,kerana pak budi skrg sibuk mengurus ekonomi Indonesia di kementeriannya..Justice untuk pak budi yang jujur dan orang harapan mulyono",nasib pak budi tidak terlibat kerana pak budi sekarang sibuk mengurus ekonomi indonesia di kementeriannya justice untuk pak budi yang jujur dan orang harapan mulyono,0
Yg nyaranin pemain judol dapet bantuan termasuk komplotan gk sih?,yang menyarankan pemain judi online dapat bantuan termasuk komplotan tidak sih,0
"Buat teman2 sekalian bisa bantu unfollow dan lapor halaman/page/akun sosmed fb/tiktok/ig yang nyolong video orang lalu ditempeli foto sponsor judol. seenggaknya itu yang bisa dilakukan buat bersih2 sosmed kita walau nanti akan terus muncul lagi. seenggaknya sudah usaha buat melindungi ntah seseorang di luar sana biar nggak terjerumus, dan tentunya melindungi ekonomi kita biar uangnya nggak keluar negeri.",buat teman-teman sekalian bisa bantu unfollow dan lapor halaman page akun sosial media fb tiktok ig yang mencolong video orang lalu ditempeli foto sponsor judi online seenggaknya itu yang bisa dilakukan buat bersih2 sosial media kita walau nanti akan terus muncul lagi seenggaknya sudah usaha buat melindungi entah seseorang di luar sana agar tidak terjerumus dan tentunya melindungi ekonomi kita agar uangnya tidak keluar negeri,0
tetep si budiasu mafia dibalik pelimdung judol,tetap si budiasu mafia dibalik pelimdung judi online,0
"semangat bro, mari kita berjuang menjaga saudara dan teman dekat kita agar tidak main judol dan harus speak melawan mafia judol....merdeka....",semangat saudara mari kita berjuang menjaga saudara dan teman dekat kita agar tidak main judi online dan harus speak melawan mafia judi online merdeka,0
"Pak Prabowo, tolong bantu kami untuk menghancurkan Pemerintah.",pak prabowo tolong bantu kami untuk menghancurkan pemerintah,0
AL siapa ya?,al siapa ya,0
"Semangat bang...smg hal2 yg kita perjuangkan kebenarannya dipermudah YME. Kita semua yg msh waras akal sehatnya pasti menjadi pendukungmu.
Semangat",semangat kakak semoga hal-hal yang kita perjuangkan kebenarannya dipermudah yme kita semua yang masih waras akal sehatnya pasti menjadi pendukungmu semangat,0
Alhamdulillah sudah sekitar 5 bulan an gak maen judol lagi.ya karna aku gak ingin di umur ku yg terbilang masih muda gak mau masa tua ku nanti penuh dengan penyesalan karna judi online.semoga bisa lepas dari judi online selama lamanya dan buat kalian yg masih maen semoga bisa berhenti selamanya,alhamdulillah sudah sekitar bulan an tidak main judi online lagi ya karena aku tidak ingin di umur ku yang terbilang masih muda tidak mau masa tua ku nanti penuh dengan penyesalan karena judi online semoga bisa lepas dari judi online selama lamanya dan buat kalian yang masih main semoga bisa berhenti selamanya,0
HSNYA ALLAH YANG PUNYA KEKUASAAN DAN KEADILAN ...,hsnya allah yang punya kekuasaan dan keadilan,0
Semangat bang. Bongkar judol sikat sampai ke akar nya! Dan tetap beritakan kebenaran,semangat kakak bongkar judi online sikat sampai ke akar nya dan tetap beritakan kebenaran,0
"mantap bang, tunggu dia orang pake rompi oren",mantap kakak tunggu dia orang pakai rompi oren,0
"yg saya khawatirkan yg nanti di""cari"" sama pihak yg bersangkutan bahkan bukan mas ferrynya melainkan orang2 terdekatnya, mbayanginnya aja saya ngeri. stay safe mas ferry",yang saya khawatirkan yang nanti di cari dengan pihak yang bersangkutan bahkan bukan mas ferrynya melainkan orang-orang terdekatnya mbayanginnya saja saya hebat stay safe mas ferry,0
Siap bang gw,siap kakak saya,0
"Dengan bermain logika kita bisa mengerucutkan kasus ini ke 2 kemungkinan:

Kesimpulan 1
Si Mantan Menteri kita tercintah benar tidak tahu apa2 soal perlidungan kepada websit2 judol. Dengan kebenaran pernyataan ini, kita juga bisa berkesimpulan kalau memang kinerjanya sangat buruk, masa tidak mengawasi anak buah sama sekali.

Kesimpulan 2
Kalau beliau pengawasannya benar dan jalan, harusnya tau. Emang tidak niat aja untuk memberantas.

Tidak ada kesimpulan lain; antara ga kompetensi & pengawasan zonk atau emang tau tapi ga mau urus.

Note:
Yes ada kemungkinan kalau ikut kena cipratan suap, tp saya di sini masih mau berasumsi yg masuk akal dan positif.",dengan bermain logika kita bisa mengerucutkan kasus ini ke kemungkinan kesimpulan si mantan menteri kita tercintah benar tidak tahu apa-apa soal perlidungan kepada websit2 judi online dengan kebenaran pernyataan ini kita juga bisa berkesimpulan kalau memang kinerjanya sangat buruk masa tidak mengawasi anak buah dengan sekali kesimpulan kalau beliau pengawasannya benar dan jalan harusnya tau memang tidak niat saja untuk memberantas tidak ada kesimpulan lain antara tidak kompetensi pengawasan zonk atau memang tau tetapi tidak mau urus note yes ada kemungkinan kalau ikut kena cipratan suap tapi saya di sini masih mau berasumsi yang masuk akal dan positif,0
Siapa tuh AL?,siapa tuh al,0
Pahlawan,pahlawan,0
AL siapa bang,al siapa kakak,0
"Skeptis. Semua tersandera. Bu menteri juga dulu di komisi 1, ketuanya malahan. Bangsa ini sudah terang2an tega mengekspoitasi bangsanya sendiri. Masih mending Fir'aun",skeptis semua tersandera bu menteri juga dulu di komisi ketuanya malahan bangsa ini sudah terang2an tega mengekspoitasi bangsanya sendiri masih mending fir aun,0
Terimakasih atas usahanya mas ❤,terimakasih atas usahanya mas,0
BATMAN IRL ASELII 🔥🔥🔥,batman irl aselii,0
Tangkap perampok uang rakyat,tangkap perampok uang rakyat,0
"Gua berharap Dengan rasa kekecewaan dan kekesalan atas masalah ini dan dengan orang orang yang membuat dan menjalankan serta melancarkan semua kegiatan perjud*an, jadi semangat buat masyarakat berantas dan menghukum semua yang terlibat di usaha ilegal ini siapun orangnya, apapun jabatannya mereka wajib diadili.",saya berharap dengan rasa kekecewaan dan kekesalan atas masalah ini dan dengan orang orang yang membuat dan menjalankan serta melancarkan semua kegiatan perjud an jadi semangat buat masyarakat berantas dan menghukum semua yang terlibat di usaha ilegal ini siapun orangnya apapun jabatannya mereka wajib diadili,0
Kerugian judol...sisa melunasi utang Negara,kerugian judi online sisa melunasi utang negara,0
Pemerintah itu termasuk operator dan para penegak hukum. Pahamkan maksudnya🙏,pemerintah itu termasuk operator dan para penegak hukum pahamkan maksudnya,0
Baik2 lu bang. Semoga lindungi dari bahaya. Maklum judol ini duit gede...bisa ngelakuin apa aja,baik-baik kamu kakak semoga lindungi dari bahaya maklum judi online ini duit gede bisa melakukan apa saja,0
REVOLUSI,revolusi,0
"Tlg bahas bang tentang kasus import gula, karena import gula itu dah dari 1967-sekarang tapi kenapa cuma 2015-16 yg dikasuskan, dan kalau dibilang 2 th itu surplus sendiri kayaknya juga ga masuk akal karena tahun sebelum dan sesudahnya minus.",tolong bahas kakak tentang kasus import gula sebab import gula itu sudah dari sekarang tetapi kenapa cuma yang dikasuskan dan kalau dibilang tahun itu surplus sendiri kayaknya juga tidak masuk akal sebab tahun sebelum dan sesudahnya minus,0
Fiiamnaillah,fiiamnaillah,0
"Hajar terus pak saya dukung 💯 persen , itu pun saya pasti bantu dalam doa dan action kalau pun itu harus karena judi dan judol sudah banyak merusak keluarga besar saya dan lingkungan sayaa 🫡🫡",hajar terus pak saya dukung persen itu pun saya pasti bantu dalam doa dan action kalau pun itu harus sebab judi dan judi online sudah banyak merusak keluarga besar saya dan lingkungan saya,0
"Menyimpan data kau tak pandai,
Melindungi juday engkau lihai",menyimpan data kau tak pandai melindungi juday engkau lihai,0
Allahu Akbar...hebat loe bang...jihad bukan hanya perang angkat senjata...tapi melawan ke bathilan dan kemungkaran bagian dari jihad. inshaallah kalau mati dg yg kita perjuangkan semoga syahid,allahu akbar hebat kamu kakak jihad bukan hanya perang angkat senjata tetapi melawan ke bathilan dan kemungkaran bagian dari jihad inshaallah kalau mati dengan yang kita perjuangkan semoga syahid,0
Kita bersama mu kawan,kita bersama mu kawan,0
🔥🔥🔥🔥🔥🔥🔥🔥💪🏼💪🏼💪🏼💪🏼,,0
"Danny di amankan polisi,karena mempromosikan judol....😂😂",danny di amankan polisi sebab mempromosikan judi online,0
Terima kasih.,terima kasih,0
"Orang orang yang memainkan judi online merasa keren ,seperti mereka merokok",orang orang yang memainkan judi online merasa keren seperti mereka merok,0
"Si bangsat BUDI ARIE ini kapan ketangkep nya sih, jujur kecewa gw knp pak Prabowo masih angkat si anjing ini jd menteri",si bangsat budi arie ini kapan ketangkep nya sih jujur kecewa saya kenapa pak prabowo masih angkat si anjing ini jadi menteri,0
"Yang paling bertanggung jawab atas terlibatnya pejabat komdigi menjadi pelindung judol adalah ari budi Karena kejadian ini adalah masih wilayah jajaran Kominfo periode sebelumnya karena keminfo melakukan pembiaran 
Kalau budi ari menjabat di kementerian lain harus diberhentikan",yang paling bertanggung jawab atas terlibatnya pejabat komdigi menjadi pelindung judi online adalah ari budi sebab kejadian ini adalah masih wilayah jajaran kominfo periode sebelumnya sebab keminfo melakukan pembiaran kalau budi ari menjabat di kementerian lain harus diberhentikan,0
"Sehat selalu buat lu bang, aamiin",sehat selalu buat kamu kakak amin,0
"Abis ini bang ferry di dm sama orang orang yang benci bang Ferry, swmangat bang jangan patah semangat",habis ini kakak ferry di dm dengan orang orang yang benci kakak ferry swmangat kakak jangan patah semangat,0
who is AL,who is al,0
panjang umur perjuangan 🔥🔥🔥,panjang umur perjuangan,0
"Percumalah byk podcast dll, selagi tdk ada hukuman keras,  judol dll itu tetap jaya",percumalah banyak podcast dan lain-lain selagi tidak ada hukuman keras judi online dan lain-lain itu tetap jaya,0
Semua jga faham kominfo sidoarjo. Suaranya pondok buronan semacam gempa bumi sunami. Liat aja d dlm pondoknya dgn alamat rt.04 rw. 01 kel tanggul kulon kec wonoayu kab sidoarjo jatim atas nama suhani . Kendah yg nyewa melalui cmt lah yg bayar kominfo. Semua masarakat jga melaporkan termasuk kel bsr pns kdri melaporkan pondok tsbt termasuk korban2 yg d rmpok melaporkan pondok  tsbt. Tp bajingan pondok tsbt menggunakan uang rmpokan untuk mengkriminalkan kel pns kdri. Bangsat betul pondok tsbt. Jd tolong untuk semua umat manusia yg ada d indonesia. Bahkan negara2 d dunia semua faham dan tau kebiadapan pondok tsbt dan sudah d garis tkp. Pns kdri tdk punya hutang thdp pondok tsbt. Semua masarakat d ajak ngrampok dgn cara ngroyok sana ngroyok sini. Kemudian masarakat d ajak fitnah kel pns kdri. Yyg berkuasa d indoneisia presiden atau pondok ya bang. Kok masarakat sampai ketakutan seperti itu d ancam2 pondok kok d biarkan pondok tersebut. Sampai rame2 kita serbu pondok ters😢ebut saya tendang saya ajak ke polresta. Malah kabur. Berati memang d biarkan pondok tsbt oleh kepolisian mengadakan penculikan dan ancaman terus menerus,semua juga faham kominfo sidoarjo suaranya pondok buronan semacam gempa bumi sunami lihat saja di dalam pondoknya dengan alamat rt rw keluarga tanggul kulon kec wonoayu kab sidoarjo jatim atas nama suhani kendah yang nyewa melalui cmt lah yang bayar kominfo semua masarakat juga melaporkan termasuk keluarga bsr pns kdri melaporkan pondok tsbt termasuk korban2 yang di rmpok melaporkan pondok tsbt tapi bajingan pondok tsbt menggunakan uang rmpokan untuk mengkriminalkan keluarga pns kdri bangsat betul pondok tsbt jadi tolong untuk semua umat manusia yang ada di indonesia bahkan negara2 di dunia semua faham dan tau kebiadapan pondok tsbt dan sudah di garis tkp pns kdri tidak punya hutang terhadap pondok tsbt semua masarakat di ajak ngrampok dengan cara ngroyok sana ngroyok sini kemudian masarakat di ajak fitnah keluarga pns kdri yyg berkuasa di indoneisia presiden atau pondok ya kakak mengapa masarakat sampai ketakutan seperti itu di ancam2 pondok mengapa di biarkan pondok tersebut sampai rame-rame kita serbu pondok tersebut saya tendang saya ajak ke polresta malah kabur berarti memang di biarkan pondok tsbt oleh kepolisian mengadakan penculikan dan ancaman terus menerus,0
